date,matchup,home_score,away_score,bet_side,stake,odds,model_prob,vegas_prob,edge,odds_bucket,edge_threshold,policy_reason,won,game_pnl,bankroll,home_team,away_team,side_home_away,is_favorite,sp_name,opp_sp_name,sp_throws,opp_sp_throws,close_prob,clv_prob,season_phase
2025-04-26,BAL @ DET,6.0,2.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,4.0,3.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,4.0,3.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,4.0,3.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,4.0,3.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,4.0,3.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,4.0,3.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,4.0,3.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,NYM @ WSN,0.0,2.0,,0.0,163.7,0.4182,0.364,0.0543,+130:+170,0.06,edge <= 6% threshold,,0.0,98.16,WSN,NYM,home,False,Brad Lord,Clay Holmes,R,R,,,early
2025-04-26,ATL @ ARI,7.0,8.0,,0.0,-124.3,0.5808,0.5325,0.0484,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,98.16,ARI,ATL,home,True,Merrill Kelly,Grant Holmes,R,R,,,early
2025-04-26,BAL @ DET,6.0,2.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,4.0,3.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,6.0,2.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BOS @ CLE,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BAL @ DET,6.0,2.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,6.0,2.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,LAA @ MIN,5.0,1.0,,0.0,,,,,,,missing odds,,0.0,98.16,MIN,LAA,,,,,,,,,
2025-04-26,PIT @ LAD,8.0,4.0,,0.0,220.5,0.3779,0.2991,0.0788,+170+,,+170+ excluded by static_underdog_130_170,,0.0,98.16,LAD,PIT,away,False,Mitch Keller,Roki Sasaki,R,R,,,early
2025-04-26,BOS @ CLE,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,TEX @ SFG,3.0,2.0,,0.0,117.0,0.4418,0.4416,0.0002,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,98.16,SFG,TEX,away,False,Tyler Mahle,Robbie Ray,R,L,,,early
2025-04-26,BOS @ CLE,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,MIL @ STL,6.0,5.0,,0.0,123.8,0.5154,0.4264,0.0891,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,98.16,STL,MIL,away,False,Quinn Priester,Sonny Gray,R,R,,,early
2025-04-26,BOS @ CLE,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
2025-04-26,BOS @ CLE,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,98.16,CLE,BOS,,,,,,,,,
